content,sentiment
aplikasi perintah gak pernah bener aplikasi cacat,0
aplikasi nda jelas ulang ulang minta kode efin ngebug mulu,0
korupsi korupsi,0
mau jd orang bijak taat pajak sulit kanoha,0
warga negara baik lapor pajak tahun,1
ga pilih lupa kata sandi login jd ga login mohon d baik,0
pajak tolol,0
aja efin kirain udah musnah,0
dong baik kali mau buka login baru buka beberapa hari login,0
aplikasi buat negara gaada bener sistem wkwkwkwk,0
,1
baik,1
buat npwp pribadi lewat web coretax awal 25 lalu nah mau cek pajak lewat web djp nyata punya efin dulu download aplikasi mudah buat online nyata buka buat efin bagi kolom npwp sedia 15karakter aja dah yg sulit gampang mohon mang penting aplikasi web cukup 1saja pusat,0
sengaja buat pusing sulit habis tenaga tak waktu berfikir inti bayar,0
gak enak buat lapor baik pakai versi web,0
baru buka aplikasi moga mudah utk urus pajak trima kasih,1
,1
sampah guna daftar,0
muas,1
baik dong mau login udah masukin kode verifikasi email terang salah mulu udah request 8x kode verif ga yg dipake login,0
cara masuk gimana,0
very good,1
verifikasi gak masuk gimana kayak bukan aplikasi milik perintah aja,0
serba lambat,0
sangat bantu,1
mau loging tpi gagal terus kali masuk kode verifikasi abis sesi akhir terus,0
mantap,1
aplikasi aneh gx menu aktifasi,0
cuman indon mau bayar pajak sulit,0
aplikasi rusak banyak kali kendala,0
mantap,1
ampas,0
kok cacat,0
data aku udah simpan otomatis tapi aja gagal buat masuk tolong baik dong,0
mau bayar pajak aja sulit aplikasi sampah,0
log in minta apa guna buat rakyat,0
tarik,1
punya,1
yg bikin nya kaya gimana sih ngerti bikin apk kh,0
bagaimana nomor pajak 16 aplikasi 15 angka asli sangat sayang kan nih pajak indonesia,0
mau apa sih layan perintah susah mau akses bikin npwp online aja udah bulan kaya sebodo aja tim it badan perintah kait benerin web coretax bagi jenis kerja udah isi tetap aja salah situ bug layan perintah gak online gak offline gak simple mau ngurus apa2 ribet terlalu tele,0
aplikasi guna verifikasi aja lama verifikasi nomor televon,0
bingung,0
aplikasi sulit guna kalau mau daftar link nya susah potong pulsa terus gagal,0
gak fitur ubah nomor handphone masa dar ubah nomor handphone kantor pajak,0
hati hati sekali masyarakat modus tipu mengatasnamakan djp modus nya mengatasnamakan pensiun orang tua sy gari bawah bukan aplikasi sangat rapih sekali operasi hubung lalu via wa telpon biasa mengatasnamakan djp rekening atas nama pribadi perintah mohon kera laku laku itu moga manfaat semua nya terimakasih dasar apa yg sy alami,0
hebat ga daftar lewat apk ribet banget,0
aplikasi parah gak login,0
sampah,0
aplikasi nya login error trus,0
bagus,1
yakin ui nya elek banget benerap pns dinas paja kerja ini,0
aplikasi biaya kembang 1 triliun,0
gabisa masuk atur aja ketat sistem bayar banyak yg cacat,0
memufmdahkan,1
harus lah nomor efin kirim lewat email ga dateng kantor ngapain sih kaya gin doang bikin ruwet kira orang hidup cuma ngurus begini aja orang punya sibuk,0
ribet aplikasi gagal mulu segitu mau bayar mau bayar aja bikin ribet,0
apa ujung tetep suruh kantor pajak,0
kalau bintang kosong ku kasih bintang kosong aplikasi percumah ganggu system terus banyak,0
login mau lapor pajak aja sulit,0
sangat bantu dlm lapor pajak,1
allah donk bayar pajak error terus baik aplikasi maupun website,1
aplikasi sangat bantu malah sulit pajak naik buat aplikasi aja mentah,0
baru coba,1
masuk susah gak menu lupa password,0
ga daftar,0
seru baca situs banyak berita saham sama dividen thr juga uda kayak baca koran aplikasi cocok kayak nama fitur canggih biaya mahal lihat map,0
ga login,1
gak masuk teh error terus min,0
menu daftar aplikasi,0
aplikasi mutu masa baru buka sdh keluar sendri,0
,1
aplikasi sangat pro,0
selalu gagal cek efrin,0
aplikasi sampah gak gunain sama sekali,0
aplikasi gak guna,0
awas aplikasi phising,0
aplikasi ampas,0
trus gmn klo lupa password nomor hp nya ganti yg lm udah ilang,0
kata,0
sulit guna efisien mohon tingkat lagi,0
emg bagus sih tpi knpa verifikasi email 1 bulan email rubah sendiri kantor lgi verifikasi email kembali klo kn cape bolak blik kantor baik email,0
moga depan lebih baik,1
gua login gagal trsss,0
gak log in,0
aplikasi cacat susah kode verifikasi form formulir update padahal npwp 16 digit aplikasi isi 15 digit nomor npwp arti sistem nya jalan sesuai tentu butuh wajib pajak malah rugi susah wajib pajak bahkan sebut wajib pajak laku registrasi efin,0
parahhhhhhh bener bener parahhhhh,0
server ganggu terus lot banyak korup,0
cuma biar efin aja sangat sulit,0
cara daftar gimna,0
lapor spt sini ga,1
apk sangat buruk ngebenerin efin aja susah minta ampun udah verifikasi via email via telpon tetetp aja susah potong pajak gede bener,0
parah verifynya sampe 4x gagal terus skrg malas lanjut,0
kayak gin bayar pajak rutin layan ga becuss gak becus bangdt kerja,0
bingung fiturnya kog gk lengkap yaa jadi telat lapor pajak,0
mantap sekali sangat bantu,1
diupdate malah susah selalu gagal login,0
ngasih bintang 5 fix bayar aplikasi ampas,0
aplikasi siap guna mau buat spt tahun menu mau cek lapor spt belum ada prose aktivasi sangat ribet apa buat aplikasi korupsi,0
bad,0
aju efin cuma masukin 15 digit npwp npwp 16 digit mohon baik laa ya kelas aplikasi milik perintah masa gin,0
yg lupa efin dan lupa pasword bisa banget lewat ini,1
aplikasi sampah pernah daftar online pakai data sama selalu gagal log in ala nomer sesuai error apa salah satu tutorial sulit hidup aplikasi ini,0
masyarakat suruh lapor pajak sistem sangat mutu masa upload spt selalu gagal dgn terang npwp sama nama file sama padahal sesuai instruktur gilir masyarakat gak lapor kena denda,0
serba ribet lupa password minta efin urus efin verifikasi gk kelar2 bikin kesel,0
buat susah login,0
gimana cara daftar baru djp online nomor pajak sama nomor ktp,1
harap prose minta efin mudah responsif jangan mau pajak balance negara,0
sangat bantu bukn mudah malah bikin pusing astaghfirullah banget,0
banget,1
apk ancur parah uang nya korup mulu jadi bikin apk nya gak tuntas,0
moga manfaat orang kecil sepeeri mudah dipmengerti cara penginputan guna bahasa yg mudah paham masyarakat kecil baik umkm usaha kecil minim,1
aplikasi sangat bantu,1
mau login gk nomor verifikasi padahal udah coba kali kali klw ma gk jg gosah lah lapor sppt jdi maless,0
segi layan buruk buat sangat mudah,0
gimana orang mau taat pajak mau daftar aja susah minta ampun daftar udah online gimna kalo daftar ofline hadeh rusak instansi perintah layan bintang 1,0
website rusak bantu sama sekali,0
login aja ribet aktivasi segala macem udah mau lapor pajak aja bikin ribet heran,0
buruk sekali sangat buruk aplikasi nya jgn mau instal,0
bagus sangat bantu,1
aplikasi gak guna mao login eror terus link eror terus payah mao lapor pajak aja ribet cek banyak kritik ratting admin nya diem aja gak respon buat ubah payah,0
jelek,0
mantap,1
aplikasi kaya mau dapet kode verifikasi buat login djp malah error sial banget dah sistem paja wakanda,0
aplikasi ngga guna,0
,1
aplikasi gak jelas mw log in susah verifikasi lewat email kode gak masuk masuk,0
layan buruk mau ganti email kata hubung 1500200 gak terus mau lapor pajak sulit mau minta efin aja susah,0
,1
kocak gimana mau ngisi npwp benar kalo bata 15 digit no npwp 16 digit,0
good,1
mau lapor spt tahun ngga pilihnanya kocak,0
aplikasi busuk banget lemott kayak bikin,0
sampah bukan efektif malah tambah lama,0
login udah beberapa kali coba,0
aplikasi jelek masa iya fitur lupa kata sandi ad,0
pegawai pajak kerja apa karyawan minta lapor pajak sendiri,0
bikin npwp sulit,0
aplikasi ga jelas udah kirim kode otp lewat sm email gamasuk2 gajelas,0
kurang pro aplikasi,0
kode verifikasi email bener tetap gak bisa,0
kalau aplikasi lambat verivikasi lambat cepat donk waktu sesi jangan udah ngirim verivikasi lama - klik lagi panjang sedikit sesi aplikasi kelas aplikasi pajak lambat interfacenya kaku banget,0
keren si minta efin ga kpp,1
apk super mantap,1
aplikasi bantu sama sekali mau cek nomor npwp aja ribet minta ampun aplikasi ga,0
min upgrade apknya dong cuma mau ngecek efin gue masa npwp 15 digit aja min npwp gue 16 digit gmn min jawab,0
gimana aplikasi nya cara lapor pajak aja ribet,0
buat login aja susah banget kenapa bikin susah semua,0
mantap,1
sangat baik,1
,1
bagusin lgi apk nya masa kemaren mau minta efin susah salah nya kota lurah terus padehal ngisinya udh bener salah trus kemaren,0
ribet,0
sangat baik aplikasi,1
aplikasi macam apa pingin chat bilang koneksi internet lah app kocak emamgnya buka aplikasi lewat doa kali ya gak heran semua aplikasi milik perintah selalu bikin geli,0
mitra lapor yg cerdas,1
aplikasi m-pajak sama djp online apasih beda lupa efin sangat ruwet,0
yaaa pic pajakkk buat aplikasi lebih baik lagi soal versi ribet ruwet,0
susah banget lewat app lewat web ga bener orang mau bayar pajak aja sulit sebenernya keluh masyarakat dengerin ga sih,0
aplikasi sangat bantu,1
mau bikin akun online macam mana orang wajib pake npwp npwp gak ada npwp aja dapetnya kpp mau bikin akun aja ribet minta ampun,0
mau log in gak bisa2 sesi akhir terus hubung sama kasus crotax ini heran mau ngasih duit aja susah minta ampun,0
aplikasi tolol,0
aplikasi perintah gada yg sat set,0
bagus,1
apk apa si niat ga login gaada fitur lupa password ngajuin efin gaada tombol lanjut pa bagi sm email konyol,0
apa apk bikin bening aja lupa kata sandi nak efin lah apa lah ngakak,0
lupa sandi tetap minta efin efin wajib kantor seribet rakyat setor uang negara,0
buruk,0
apl ga jelas verifikasi sm email ga klik yg jelas lah bikin apl kocak,0
sama sekali bantu udh download masa kantor pajak ganti swafhoto ja mau bayar pajak aja susah,0
manthaafff,1
minta kode verifikasi via sm nomor udah bener eh sm nya gak masuk2 udah berkali2 coba aplikasi sampah,0
sangat bantu sekali lupa password bi langsung kunjung website djp online jaa,1
aplikasi perintah selalu bodoh,0
sangat bantu,1
baik,1
udah ngemis masyarakat aja ribetin pajak pajak capek tinggal indonesia,0
mantap layan nya,1
suruh login lebih dahulu menu daftar akun ngk ada kaya apa mau loginnya wkwkk,0
percuma aplikasi udh efin tetap aja suruh lapor spt tahun kantor pajak,0
aplikasi gak guna 2 hari coba selalu eror buang2 anggar negara mending hapus aja ni aplikasi bodoh,0
gak bikin ide inovasi singkat gak ribet lapor pajak gak usah ribet2 amat contoh org bank sana masa gak niru kalian kalian senang org bayar pajak denda karna gak lapor pajak padahal uang kalian makan,0
aplikasi cacat pilih verifikasi email sm nya ga muncul tiba tolak karna email sistem temu memang aplikasi perintah gak diandelin anggar doang gede,0
mau jadi warga taat aja susah coy udah masukin npwp password error pesan username password masuk salah padahal gak pernah ubah aju lupa password gak bisa balik lagi balik lagi iki pie to coy padahal udah tanggal 24 maret bentar abis waktu lapor mbok bikin aplikasi bener pak duit rakyat kok sia aplikasi sampah kayak gin,0
aju efin kode nomer 16 agka gabisa aplikasi 15 angka,1
good job,1
awal lupa efin terus udah dapet email efin pa login ga aneh kali loh aplikasi,0
lot error,0
prefer bintang 0 sih susah dapet verifikasi malah suruh dateng langsung kantor kalo jauh mau ngongkosin,0
apk sampah,0
apk sangat bantu saya lupa efin langsung install apk terus guna apk alhamdulilah hasil dapat no efin kembali,1
binatang udah susah makin susah guna aplikasi apa kalo gak bayak batu,0
yg mau bayar pajak yg repot negara macam apa semua serbah sulit,0
orang nganggur kerja jgn suruh lapor pajak apa yg mau lapor kan lapor usaha ngapain minta orang lgi,0
aplikasi rusak kelas aplikasi negara ini wkwkwkkwk,0
email masuk,0
aplikasi gabisa login padahal nik sm password udh benar baik kelas pajak masak ga baik aplikasi buat layan masyarakat,0
lupa no efin kata lewat aplikasi mpajak pa coba malah gak slalu prose loading pa coba uninstall aplikasi nya install ulang kira in udah eh malah tulis efin bawah hilang aplikasi nge bug gimana yah,0
sistem pajak tulis sangat sangat susah jelas lambat sering error ulang kali coba hasil buang buang waktu ujung ujung datang kantor pajak sulit,0
lambat kali prose ribet,0
memang memperaulit rakyat mau web ny aplikasi ny tiba2 denda buat aja simpel mudah erti rakyat,0
aplikasi tolol login web login apk ujung nya error,0
oke,1
cukup,1
gajelas,0
aplikasi apa anj masa mau aktivasi sulit,0
ribet ga mutu aplikasi plat merah,0
aplikasi buruk sekali sini mau bayar pajak susah minta ampun perintah mudah orang mau bayar pajak bukan sulit sungguh layan buruk sekali mau pajak sulit gilir pajak korupsi,0
buang budget negara aplikasi sampah,0
sangat sangat payah kita yg kerja kita yg punya duit cuman minta lupa efin aja susah minta ampun,0
aplikasi jalan pake wifi pake data pake hostpot coba capecape ngisi data malah ga baca buruk sekali,0
baik coretax ubah email pasword cetang daftar kontak dapat email mohon segera tindaklanjuti,1
sangat2 mudah rakyat sulit keterngan sistem eror apa indonesia sistem selalu eror,0
susah bngt daftar dong mudah cara daftar,0
jelak sekali baru buka keluar sendri,0
mau coba lapor online efin uda dapet pa mau log in user pw salah padahal dr email apa hari minggu,0
korupsi trus anggar tuh buat apk aja gak becuss,0
aplikasi sampah error mulu emng gin aplikasi perintah,0
ribet,0
alangkah sia2nya uang negara yg urus paja,0
semua komentar beda jauh lain kalau memang buat aplikasi layan masyarakat baik lebih baik tutup aplikasi,0
susah login email verifikasi tdk masuk2,0
percuma bayar pajak klo korupsi,0
g,0
birokrasi belit ujung ujung duit pajakbuat beli rubicon ribet,0
bingung,0
ribet susah mau login,0
kalo gak siap jangan bikin apk buang2 anggar,0
bagus sekali bantu kerja meski bawa laptop,1
aplikasi tiada habisin duit pajak,0
email masuk masuk,0
cek npwp,1
gak beres,0
masuk aplikasi m-pajak,0
aplikasi sampah,0
aplikasi guna,0
sulit,0
ga jelas aplikasi ga ini data,0
aplikasi plat merah selalu masalah,0
gak buka android,0
aplikasi susah akses entah hp ga sesuai spek aplikasi jni emang aplikasi yg bukan ntuk orang banyak chat aja susah,0
mau daftar npwp kok gb sih malah lgsg suruh masukin npwp mau daftar,0
kalau bintang 0 kasih bintang 0 deh ga sopan banget tiba tiba ngehapusin data orang ambil hp ga tau malu ga punya adab karyawannya,0
bagus,1
sampahh buanget cara cek nomer pajak skarang aja susah kaya cari dukun santet gilaaaaa gilaaaaaa gimana website negri aja parah banget,0
bagaimana sih aplikasi udah lama jalan masuk agen aja lama banget bayar sulit,0
payah,0
kata aplikasi pajak performa bantu sama sekali,0
database nya update ubah email sama ni hp coretax tpi sini update gak login,0
ga masuk nya percuma dong aplikasi ga guna huh jelek,0
sumpah login aja buat pasword baru malah salah terus eror update bukan mudah kok sulit,0
banyak nge bug lot aplikasi gk,0
mantap,1
suruh masukin nomor npwp padahal nik jadi nomer npwp kalo yg daftar waktu dulu sih nomer npwp nya kalo bikin jaman sekarang ga pake nomer npwp pakai nik baik dong sistem mau lapor pajak aja sulit,0
jelek banget ga loging,0
guna,0
apk aneh minta kode efin udh kelar jawab nomer handphone td valid ngisi form ajh gk ad no phone ko aneh sih,0
apk bantu situs eror terus,0
aplikasi sampah banyak teori bela diri kritik gak pernah rendah siap salah aplikasi milik perintah malah kalah sama gojek grab lot minta ampun muncul tanduk warna merah kepala,0
rugi apk ini apa sebenarny,0
anggar besar aplikasi sama webnya sampah,0
delay banget,0
ribet login nya,0
hadeh mau lapor spt aja susah bngt minta efin lewat aplikasi ganggu lewat email ga balesan lewat telfon ga hubung lewat live chat oper sana oper sini umpan lanbung mau kantor sabtu - minggu tutup,0
biar bintang yg bicara,1
lagi heran pakek npwp yg 15 digit daftar npwp pakek no nik yg 16 digit maksud bagaimana gak jelas,0
oke,1
yg byar pajak pakai uang sndri mau lapor pajak aj susah e minta ampun lucu konoha,0
gak guna dashboard biasa aja gak menu lapor,0
ga guna ribet aplikasi ga jelas,0
aplikasi tempek,0
aplikasi gak,0
bagus apk data valid padahal data smua sesuai ktp,0
daftar akun mulai tahun kemarin login lapor online malah bilang pasword salah orang pasword catat baik lah jangn jadi apk sampah jangan minta bayar pajak aja depolever car ygi waras lah,0
baik,0
nyambung,0
selalu,1
sangat bantu banget buat efin mudah,1
pajak ngambilin uang rakyat rakyat yg bayar pajak malah rakyat yg hrus lapor pajak konsep gimana ini pajak thr potong gila n gede bangt,0
